id,name,pitches,pa,ab,bip,hits,singles,doubles,triples,hr,k,krate,bb,bbrate,whiffs,swings,ba,xba,obp,xobp,slg,xslg,woba,xwoba,babip,whiffrate,ev,langle,hhrate,barrels,barrelbbe,barrelpa,chaserate,velo,krate_p,bbrate_p,xba_p,xslg_p,xwoba_p,whiffrate_p,ev_p,langle_p,hhrate_p,barrelbbe_p,chaserate_p,velo_p,player_info,team_info,PlayerID,MLBAMId,MinorMasterId,age,Bats,Throws,Position,UPURL,MLB_FullName,MLB_ShortName,MLB_AbbName
681216,Tyler Woessner,780,193,155,127,43,29,4,1,9,29,15.0,34,17.6,61,318,0.277,0.245,0.415,0.392,0.49,0.403,0.395,0.357,0.288,19.2,87.4,14.0,34.6,8,6.3,4.1,3.7,92.8,0.030927835051546393,0.04381443298969072,0.297680412371134,0.18298969072164947,0.05025773195876289,0.045103092783505154,0.5966494845360825,0.46649484536082475,0.5528350515463918,0.41494845360824745,0.06829896907216494,0.5354223433242506,"{'UPId': 'sa3020171', 'PlayerId': None, 'MLBAMId': 681216, 'MinorMasterId': 'sa3020171', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Tyler Woessner', 'FirstName': 'Tyler', 'LastName': 'Woessner', 'firstLastName': 'Tyler Woessner', 'NameKorean': None, 'Height': 76, 'Weight': 230, 'BirthDate': '1999-10-26T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Phoenix', 'College': 'Central Arizona JC', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/tyler-woessner/sa3020171/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 25, 'AgeToday': 25, 'AgeYears': 25, 'AgeMonths': 1, 'AgeDays': 14, 'AgeDisplayOld': '25 years, 1 months, 14 days', 'BirthDateDisplay': '10/26/1999', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '25 years, 1 month, 14 days'}","{'mlbamid': 681216, 'playerid': None, 'minormasterid': 'sa3020171', 'masterid': 'sa3020171', 'teamid': 23, 'minorfranchid': 45, 'transdate': '2024-07-25T00:00:00', 'tlevel': 'AA', 'lgamedate': '2024-09-15T00:00:00', 'lseason': 2024, 'lteamid': 23, 'lminorfranchid': 45, 'llevel': 'AA', 'mlevel': 'AAA', 'cplayerid': 'sa3020171', 'MLB_FullName': 'Milwaukee Brewers', 'MLB_ShortName': 'Brewers', 'MLB_AbbName': 'MIL', 'MiLB_FullName': None, 'llevel1': 'AA'}",,681216,sa3020171,25,R,R,P,/players/tyler-woessner/sa3020171/stats?position=P,Milwaukee Brewers,Brewers,MIL
686747,Joe La Sorsa,778,220,206,167,44,24,12,1,7,40,18.2,10,4.5,75,360,0.214,0.251,0.259,0.295,0.383,0.386,0.278,0.297,0.231,20.8,86.1,11.0,31.1,8,4.8,3.6,3.6,,0.16108247422680413,0.9922680412371134,0.22422680412371135,0.30283505154639173,0.615979381443299,0.09664948453608248,0.8311855670103093,0.7152061855670103,0.7925257731958762,0.6778350515463918,0.05283505154639175,,"{'UPId': '25481', 'PlayerId': 25481, 'MLBAMId': 686747, 'MinorMasterId': 'sa3010137', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Joe LaSorsa', 'FirstName': 'Joe', 'LastName': 'La Sorsa', 'firstLastName': 'Joe La Sorsa', 'NameKorean': None, 'Height': 77, 'Weight': 232, 'BirthDate': '1998-04-29T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': ""St. John's"", 'Debut': '2023-05-29T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/joe-la-sorsa/25481/stats?position=P', 'HeightDisplay': '6\'5""', 'Age': 27, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 7, 'AgeDays': 11, 'AgeDisplayOld': '26 years, 7 months, 11 days', 'BirthDateDisplay': '4/29/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_21136907.png', 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '26 years, 7 months, 11 days'}","{'mlbamid': 686747, 'playerid': 25481, 'minormasterid': 'sa3010137', 'masterid': '25481', 'teamid': 24, 'minorfranchid': 324, 'transdate': '2024-08-17T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 24, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '25481', 'MLB_FullName': 'Washington Nationals', 'MLB_ShortName': 'Nationals', 'MLB_AbbName': 'WSN', 'MiLB_FullName': None, 'llevel1': 'MLB'}",25481.0,686747,sa3010137,26,L,L,P,/players/joe-la-sorsa/25481/stats?position=P,Washington Nationals,Nationals,WSN
806577,Jared Kollar,777,202,180,149,45,29,10,0,6,35,17.3,17,8.4,63,369,0.25,0.228,0.312,0.295,0.406,0.352,0.311,0.287,0.273,17.1,88.2,20.0,31.5,7,4.7,3.5,4.0,90.3,0.1056701030927835,0.7229381443298969,0.5734536082474226,0.5773195876288659,0.7319587628865979,0.010309278350515464,0.36726804123711343,0.06958762886597938,0.7731958762886598,0.6958762886597938,0.11469072164948453,0.14986376021798364,"{'UPId': 'sa3020439', 'PlayerId': None, 'MLBAMId': 806577, 'MinorMasterId': 'sa3020439', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Jared Kollar', 'FirstName': 'Jared', 'LastName': 'Kollar', 'firstLastName': 'Jared Kollar', 'NameKorean': None, 'Height': 72, 'Weight': 195, 'BirthDate': '1998-07-24T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Greensburg', 'College': 'Rutgers', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/jared-kollar/sa3020439/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 26, 'AgeToday': 26, 'AgeYears': 26, 'AgeMonths': 4, 'AgeDays': 16, 'AgeDisplayOld': '26 years, 4 months, 16 days', 'BirthDateDisplay': '7/24/1998', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '26 years, 4 months, 16 days'}","{'mlbamid': 806577, 'playerid': None, 'minormasterid': 'sa3020439', 'masterid': 'sa3020439', 'teamid': 29, 'minorfranchid': 11, 'transdate': '2024-07-25T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 29, 'lminorfranchid': 11, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3020439', 'MLB_FullName': 'San Diego Padres', 'MLB_ShortName': 'Padres', 'MLB_AbbName': 'SDP', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,806577,sa3020439,26,R,R,P,/players/jared-kollar/sa3020439/stats?position=P,San Diego Padres,Padres,SDP
687924,Julian Aguiar,774,199,177,138,43,24,10,3,6,41,20.6,16,8.0,86,390,0.243,0.246,0.317,0.326,0.435,0.37,0.325,0.32,0.28,22.1,87.8,17.0,40.6,7,5.1,3.5,3.7,,0.297680412371134,0.7525773195876289,0.2847938144329897,0.39948453608247425,0.31829896907216493,0.17396907216494845,0.4806701030927835,0.2345360824742268,0.13015463917525774,0.6314432989690721,0.06829896907216494,,"{'UPId': '30031', 'PlayerId': 30031, 'MLBAMId': 687924, 'MinorMasterId': 'sa3017763', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Julian Aguiar', 'FirstName': 'Julian', 'LastName': 'Aguiar', 'firstLastName': 'Julian Aguiar', 'NameKorean': None, 'Height': 75, 'Weight': 180, 'BirthDate': '2001-06-04T00:00:00', 'Bats': 'L', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-08-19T00:00:00', 'LastGame': '2024-09-19T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/julian-aguiar/30031/stats?position=P', 'HeightDisplay': '6\'3""', 'Age': 24, 'AgeToday': 23, 'AgeYears': 23, 'AgeMonths': 6, 'AgeDays': 6, 'AgeDisplayOld': '23 years, 6 months, 6 days', 'BirthDateDisplay': '6/4/2001', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '23 years, 6 months, 6 days'}","{'mlbamid': 687924, 'playerid': 30031, 'minormasterid': 'sa3017763', 'masterid': '30031', 'teamid': 18, 'minorfranchid': 317, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-19T00:00:00', 'lseason': 2024, 'lteamid': 18, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '30031', 'MLB_FullName': 'Cincinnati Reds', 'MLB_ShortName': 'Reds', 'MLB_AbbName': 'CIN', 'MiLB_FullName': None, 'llevel1': 'MLB'}",30031.0,687924,sa3017763,23,L,R,P,/players/julian-aguiar/30031/stats?position=P,Cincinnati Reds,Reds,CIN
681815,Tim Brennan,768,197,165,145,51,34,8,1,8,20,10.2,28,14.2,48,323,0.309,0.268,0.421,0.387,0.515,0.417,0.407,0.359,0.314,14.9,86.2,7.0,29.7,7,4.8,3.6,4.0,89.6,0.002577319587628866,0.14948453608247422,0.07216494845360824,0.13144329896907217,0.041237113402061855,0.005154639175257732,0.8118556701030928,0.875,0.875,0.6778350515463918,0.11469072164948453,0.09264305177111716,"{'UPId': 'sa3008630', 'PlayerId': None, 'MLBAMId': 681815, 'MinorMasterId': 'sa3008630', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Tim Brennan', 'FirstName': 'Tim', 'LastName': 'Brennan', 'firstLastName': 'Tim Brennan', 'NameKorean': None, 'Height': 76, 'Weight': 212, 'BirthDate': '1996-12-18T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Philadelphia', 'College': ""St. Joseph's, PA"", 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/tim-brennan/sa3008630/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 11, 'AgeDays': 23, 'AgeDisplayOld': '27 years, 11 months, 23 days', 'BirthDateDisplay': '12/18/1996', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '27 years, 11 months, 23 days'}","{'mlbamid': 681815, 'playerid': None, 'minormasterid': 'sa3008630', 'masterid': 'sa3008630', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-19T00:00:00', 'lseason': 2024, 'lteamid': 13, 'lminorfranchid': 13, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3008630', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",,681815,sa3008630,27,R,R,P,/players/tim-brennan/sa3008630/stats?position=P,Free Agent,,
681808,Chris Vallimont,766,199,169,137,52,29,12,0,11,33,16.6,27,13.6,101,380,0.308,0.26,0.407,0.367,0.574,0.449,0.418,0.357,0.325,26.6,87.5,21.0,40.1,9,6.6,4.5,4.8,92.0,0.07345360824742268,0.19201030927835053,0.12886597938144329,0.05670103092783505,0.05025773195876289,0.48711340206185566,0.5657216494845361,0.045103092783505154,0.14561855670103094,0.35180412371134023,0.32603092783505155,0.3651226158038147,"{'UPId': '24935', 'PlayerId': 24935, 'MLBAMId': 681808, 'MinorMasterId': 'sa3008026', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Chris Vallimont', 'FirstName': 'Chris', 'LastName': 'Vallimont', 'firstLastName': 'Chris Vallimont', 'NameKorean': None, 'Height': 77, 'Weight': 220, 'BirthDate': '1997-03-18T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'Mercyhurst', 'Debut': '2023-07-03T00:00:00', 'LastGame': '2023-07-03T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/chris-vallimont/24935/stats?position=P', 'HeightDisplay': '6\'5""', 'Age': 28, 'AgeToday': 27, 'AgeYears': 27, 'AgeMonths': 8, 'AgeDays': 22, 'AgeDisplayOld': '27 years, 8 months, 22 days', 'BirthDateDisplay': '3/18/1997', 'DeathDateDisplay': None, 'servicetime': '0.000', 'urlHeadshot': None, 'minSeason': 2023, 'maxSeason': 2023, 'AgeDisplay': '27 years, 8 months, 22 days'}","{'mlbamid': 681808, 'playerid': 24935, 'minormasterid': 'sa3008026', 'masterid': '24935', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-07-26T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-07-25T00:00:00', 'lseason': 2024, 'lteamid': 22, 'lminorfranchid': 1, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '24935', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",24935.0,681808,sa3008026,27,R,R,P,/players/chris-vallimont/24935/stats?position=P,Free Agent,,
687209,Zach Maxwell,764,175,146,89,34,26,5,2,1,57,32.6,28,16.0,106,327,0.233,0.196,0.36,0.329,0.315,0.293,0.311,0.289,0.375,32.4,88.8,17.0,36.0,3,3.4,1.7,4.3,99.2,0.9510309278350515,0.07474226804123711,0.8917525773195877,0.9097938144329897,0.7023195876288659,0.865979381443299,0.19716494845360824,0.2345360824742268,0.452319587628866,0.8930412371134021,0.163659793814433,1.0,"{'UPId': 'sa3020255', 'PlayerId': None, 'MLBAMId': 687209, 'MinorMasterId': 'sa3020255', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Zach Maxwell', 'FirstName': 'Zachary', 'LastName': 'Maxwell', 'firstLastName': 'Zach Maxwell', 'NameKorean': None, 'Height': 78, 'Weight': 275, 'BirthDate': '2001-01-26T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': 'Nashville', 'College': 'Georgia Tech', 'Debut': None, 'LastGame': None, 'DeathDate': None, 'Retired': None, 'RookieSeason': None, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/zachary-maxwell/sa3020255/stats?position=P', 'HeightDisplay': '6\'6""', 'Age': 24, 'AgeToday': 23, 'AgeYears': 23, 'AgeMonths': 10, 'AgeDays': 14, 'AgeDisplayOld': '23 years, 10 months, 14 days', 'BirthDateDisplay': '1/26/2001', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': None, 'maxSeason': None, 'AgeDisplay': '23 years, 10 months, 14 days'}","{'mlbamid': 687209, 'playerid': None, 'minormasterid': 'sa3020255', 'masterid': 'sa3020255', 'teamid': 18, 'minorfranchid': 25, 'transdate': '2024-05-21T00:00:00', 'tlevel': 'AAA', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 18, 'lminorfranchid': 25, 'llevel': 'AAA', 'mlevel': 'AAA', 'cplayerid': 'sa3020255', 'MLB_FullName': 'Cincinnati Reds', 'MLB_ShortName': 'Reds', 'MLB_AbbName': 'CIN', 'MiLB_FullName': None, 'llevel1': 'AAA'}",,687209,sa3020255,23,R,R,P,/players/zachary-maxwell/sa3020255/stats?position=P,Cincinnati Reds,Reds,CIN
663752,Cody Morris,761,170,141,96,28,21,4,0,3,46,27.1,26,15.3,99,329,0.199,0.233,0.329,0.362,0.291,0.362,0.288,0.329,0.269,30.1,88.5,13.0,38.5,5,5.2,2.9,5.8,93.3,0.7615979381443299,0.09922680412371133,0.5,0.4690721649484536,0.21778350515463918,0.7461340206185567,0.2925257731958763,0.5579896907216495,0.2757731958762887,0.6121134020618557,0.7371134020618557,0.6076294277929155,"{'UPId': '25388', 'PlayerId': 25388, 'MLBAMId': 663752, 'MinorMasterId': 'sa3008653', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Cody Morris', 'FirstName': 'Cody', 'LastName': 'Morris', 'firstLastName': 'Cody Morris', 'NameKorean': None, 'Height': 76, 'Weight': 205, 'BirthDate': '1996-11-04T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': 'South Carolina', 'Debut': '2022-09-02T00:00:00', 'LastGame': '2023-08-30T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2023, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/cody-morris/25388/stats?position=P', 'HeightDisplay': '6\'4""', 'Age': 28, 'AgeToday': 28, 'AgeYears': 28, 'AgeMonths': 1, 'AgeDays': 6, 'AgeDisplayOld': '28 years, 1 months, 6 days', 'BirthDateDisplay': '11/4/1996', 'DeathDateDisplay': None, 'servicetime': '1.000', 'urlHeadshot': None, 'minSeason': 2022, 'maxSeason': 2023, 'AgeDisplay': '28 years, 1 month, 6 days'}","{'mlbamid': 663752, 'playerid': 25388, 'minormasterid': 'sa3008653', 'masterid': '25388', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-19T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-22T00:00:00', 'lseason': 2024, 'lteamid': 9, 'lminorfranchid': 4, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '25388', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",25388.0,663752,sa3008653,28,R,R,P,/players/cody-morris/25388/stats?position=P,Free Agent,,
694037,Daniel Palencia,760,171,146,79,31,18,10,0,3,68,39.8,22,12.9,141,351,0.212,0.173,0.322,0.29,0.342,0.291,0.299,0.268,0.368,40.2,88.4,16.0,31.6,5,6.3,2.9,5.3,99.1,1.0,0.26417525773195877,0.9690721649484536,0.9149484536082474,0.9213917525773195,1.0,0.31572164948453607,0.3170103092783505,0.7628865979381443,0.41494845360824745,0.5219072164948454,0.997275204359673,"{'UPId': '27914', 'PlayerId': 27914, 'MLBAMId': 694037, 'MinorMasterId': 'sa3015122', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'daniel palencia', 'FirstName': 'Daniel', 'LastName': 'Palencia', 'firstLastName': 'Daniel Palencia', 'NameKorean': None, 'Height': 71, 'Weight': 160, 'BirthDate': '2000-02-05T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2023-07-04T00:00:00', 'LastGame': '2024-09-17T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/daniel-palencia/27914/stats?position=P', 'HeightDisplay': '5\'11""', 'Age': 25, 'AgeToday': 24, 'AgeYears': 24, 'AgeMonths': 10, 'AgeDays': 5, 'AgeDisplayOld': '24 years, 10 months, 5 days', 'BirthDateDisplay': '2/5/2000', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': 'https://images.fangraphs.com/nobg_small_22872853.png', 'minSeason': 2023, 'maxSeason': 2024, 'AgeDisplay': '24 years, 10 months, 5 days'}","{'mlbamid': 694037, 'playerid': 27914, 'minormasterid': 'sa3015122', 'masterid': '27914', 'teamid': 17, 'minorfranchid': 316, 'transdate': '2024-10-01T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-21T00:00:00', 'lseason': 2024, 'lteamid': 17, 'lminorfranchid': 10, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '27914', 'MLB_FullName': 'Chicago Cubs', 'MLB_ShortName': 'Cubs', 'MLB_AbbName': 'CHC', 'MiLB_FullName': None, 'llevel1': 'AAA'}",27914.0,694037,sa3015122,24,R,R,P,/players/daniel-palencia/27914/stats?position=P,Chicago Cubs,Cubs,CHC
686790,Trevor McDonald,758,200,179,145,46,29,9,4,4,36,18.0,14,7.0,89,346,0.257,0.245,0.325,0.321,0.419,0.384,0.323,0.315,0.298,25.7,88.0,4.0,36.6,11,7.6,5.5,4.3,92.7,0.15335051546391754,0.8698453608247423,0.297680412371134,0.31443298969072164,0.37757731958762886,0.4175257731958763,0.42912371134020616,0.9561855670103093,0.4007731958762887,0.21391752577319587,0.163659793814433,0.510899182561308,"{'UPId': '26448', 'PlayerId': 26448, 'MLBAMId': 686790, 'MinorMasterId': 'sa3011835', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'Trevor McDonald', 'FirstName': 'Trevor', 'LastName': 'McDonald', 'firstLastName': 'Trevor McDonald', 'NameKorean': None, 'Height': 74, 'Weight': 180, 'BirthDate': '2001-02-26T00:00:00', 'Bats': 'R', 'Throws': 'R', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2024-09-29T00:00:00', 'LastGame': '2024-09-29T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2024, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/trevor-mcdonald/26448/stats?position=P', 'HeightDisplay': '6\'2""', 'Age': 24, 'AgeToday': 23, 'AgeYears': 23, 'AgeMonths': 9, 'AgeDays': 14, 'AgeDisplayOld': '23 years, 9 months, 14 days', 'BirthDateDisplay': '2/26/2001', 'DeathDateDisplay': None, 'servicetime': None, 'urlHeadshot': None, 'minSeason': 2024, 'maxSeason': 2024, 'AgeDisplay': '23 years, 9 months, 14 days'}","{'mlbamid': 686790, 'playerid': 26448, 'minormasterid': 'sa3011835', 'masterid': '26448', 'teamid': 30, 'minorfranchid': 330, 'transdate': '2024-09-29T00:00:00', 'tlevel': 'MLB', 'lgamedate': '2024-09-29T00:00:00', 'lseason': 2024, 'lteamid': 30, 'lminorfranchid': None, 'llevel': 'MLB', 'mlevel': 'MLB', 'cplayerid': '26448', 'MLB_FullName': 'San Francisco Giants', 'MLB_ShortName': 'Giants', 'MLB_AbbName': 'SFG', 'MiLB_FullName': None, 'llevel1': 'MLB'}",26448.0,686790,sa3011835,23,R,R,P,/players/trevor-mcdonald/26448/stats?position=P,San Francisco Giants,Giants,SFG
624427,Stephen Gonsalves,753,175,128,84,32,21,7,0,4,46,26.3,42,24.0,92,297,0.25,0.201,0.44,0.406,0.398,0.331,0.381,0.345,0.35,31.0,87.6,23.0,28.6,5,6.0,2.9,4.5,93.6,0.7268041237113402,0.011597938144329897,0.8672680412371134,0.7435567010309279,0.09020618556701031,0.8079896907216495,0.5399484536082474,0.023195876288659795,0.9188144329896907,0.47809278350515466,0.22938144329896906,0.6580381471389646,"{'UPId': '15492', 'PlayerId': 15492, 'MLBAMId': 624427, 'MinorMasterId': 'sa737764', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'stephen gonsalves', 'FirstName': 'Stephen', 'LastName': 'Gonsalves', 'firstLastName': 'Stephen Gonsalves', 'NameKorean': None, 'Height': 77, 'Weight': 218, 'BirthDate': '1994-07-08T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2018-08-20T00:00:00', 'LastGame': '2021-09-06T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2021, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/stephen-gonsalves/15492/stats?position=P', 'HeightDisplay': '6\'5""', 'Age': 30, 'AgeToday': 30, 'AgeYears': 30, 'AgeMonths': 5, 'AgeDays': 3, 'AgeDisplayOld': '30 years, 5 months, 3 days', 'BirthDateDisplay': '7/8/1994', 'DeathDateDisplay': None, 'servicetime': '0.056', 'urlHeadshot': None, 'minSeason': 2018, 'maxSeason': 2021, 'AgeDisplay': '30 years, 5 months, 3 days'}","{'mlbamid': 624427, 'playerid': 15492, 'minormasterid': 'sa737764', 'masterid': '15492', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-08-06T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-08-01T00:00:00', 'lseason': 2024, 'lteamid': 19, 'lminorfranchid': 3, 'llevel': 'AAA', 'mlevel': 'MLB', 'cplayerid': '15492', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AAA'}",15492.0,624427,sa737764,30,L,L,P,/players/stephen-gonsalves/15492/stats?position=P,Free Agent,,
547176,Daniel Camarena,753,176,148,122,50,23,11,3,13,29,16.5,23,13.1,86,371,0.338,0.259,0.426,0.36,0.716,0.466,0.47,0.356,0.339,23.2,87.8,13.0,41.8,10,8.2,5.7,5.9,91.4,0.06958762886597938,0.24484536082474226,0.14175257731958762,0.028350515463917526,0.055412371134020616,0.24613402061855671,0.4806701030927835,0.5579896907216495,0.09020618556701031,0.13015463917525774,0.7744845360824743,0.273841961852861,"{'UPId': '14467', 'PlayerId': 14467, 'MLBAMId': 547176, 'MinorMasterId': 'sa599205', 'KBOId': None, 'KBOBISId': None, 'AltMMId': None, 'RRId': 'daniel camarena', 'FirstName': 'Daniel', 'LastName': 'Camarena', 'firstLastName': 'Daniel Camarena', 'NameKorean': None, 'Height': 72, 'Weight': 210, 'BirthDate': '1992-11-09T00:00:00', 'Bats': 'L', 'Throws': 'L', 'Position': 'P', 'BirthCity': '', 'College': '', 'Debut': '2021-06-19T00:00:00', 'LastGame': '2021-08-25T00:00:00', 'DeathDate': None, 'Retired': None, 'RookieSeason': 2021, 'CurrentLeague': None, 'HOF': None, 'UPURL': '/players/daniel-camarena/14467/stats?position=P', 'HeightDisplay': '6\'0""', 'Age': 32, 'AgeToday': 32, 'AgeYears': 32, 'AgeMonths': 1, 'AgeDays': 1, 'AgeDisplayOld': '32 years, 1 months, 1 days', 'BirthDateDisplay': '11/9/1992', 'DeathDateDisplay': None, 'servicetime': '0.022', 'urlHeadshot': None, 'minSeason': 2021, 'maxSeason': 2021, 'AgeDisplay': '32 years, 1 month, 1 day'}","{'mlbamid': 547176, 'playerid': 14467, 'minormasterid': 'sa599205', 'masterid': '14467', 'teamid': -1, 'minorfranchid': -1, 'transdate': '2024-11-04T00:00:00', 'tlevel': '-1', 'lgamedate': '2024-09-15T00:00:00', 'lseason': 2024, 'lteamid': 29, 'lminorfranchid': 87, 'llevel': 'AA', 'mlevel': 'MLB', 'cplayerid': '14467', 'MLB_FullName': 'Free Agent', 'MLB_ShortName': None, 'MLB_AbbName': None, 'MiLB_FullName': None, 'llevel1': 'AA'}",14467.0,547176,sa599205,32,L,L,P,/players/daniel-camarena/14467/stats?position=P,Free Agent,,
